eve_id	confidence	eve_score	suggests	because	locus	start	stop	length	top_evalue	top_pident	top_desc	top_viral_desc	top_viral_lineage	max_count_phylum
ABXC01_EVE1452	low	30	maybe-viral (7), non-viral (7), viral (5), retro (2)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), annotated protein of unclassified cellular organisms superkingdom (1), retro (1), transposase (1)	ABXC01006597.1_1098-1583:-	1,098	1,583	485	3.78E-81	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1453	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (11), VDB (4), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1), transposase (1)	ABXC01006637.1_551872-552357:+	551,872	552,357	485	4.73E-77	76.2	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1454	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (12), VDB (4), annotated protein of Eukaryota (3), retro (1), transposase (1)	ABXC01006644.1_9007-9492:+	9,007	9,492	485	1.35E-76	76.2	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1455	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (10), VDB (4), annotated protein of Eukaryota (3), polyprotein protein (2), retro (1), transposase (1)	ABXC01006669.1_8979-9464:+	8,979	9,464	485	2.06E-73	74.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Oryza australiensis] acc=ABC94893.1	NA	Streptophyta
ABXC01_EVE1456	low	30	maybe-viral (7), retro (5), viral (5), non-viral (4)	uncharacterized protein (7), retro (5), VDB (5), annotated protein of Eukaryota (4)	ABXC01006671.1_154049-154524:+	154,049	154,524	475	2.26E-84	90.9	uncharacterized protein LOC110431152 n=2 Tax=Panicoideae  RepID=UPI000B4249BD	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1457	low	30	maybe-viral (7), non-viral (5), viral (5), retro (4)	annotated protein of Eukaryota (5), uncharacterized protein (5), VDB (5), retro (3), polyprotein protein (2), transposase (1)	ABXC01006677.1_349180-349665:-	349,180	349,665	485	3.08E-80	80.4	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1458	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01006686.1_6569-7054:-	6,569	7,054	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1459	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (11), VDB (4), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1), transposase (1)	ABXC01006689.1_296159-296644:+	296,159	296,644	485	1.26E-74	74.1	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE146	high	35	maybe-viral (12), viral (5), non-viral (3), retro (1)	uncharacterized protein (11), VDB (5), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1)	ABXC01004313.1_95775-96278:+	95,775	96,278	503	5.67E-84	75.3	uncharacterized protein LOC133925534 n=1 Tax=Phragmites australis  RepID=UPI002D784CF8	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85337.1	NA	Streptophyta
ABXC01_EVE1460	low	30	maybe-viral (7), retro (5), viral (5), non-viral (4)	uncharacterized protein (6), retro (5), VDB (5), annotated protein of Eukaryota (4), polyprotein protein (1)	ABXC01006709.1_19902-20417:+	19,902	20,417	515	3.33E-99	95.4	uncharacterized protein LOC110431152 n=2 Tax=Panicoideae  RepID=UPI000B4249BD	putative retrotransposon protein [Phyllostachys edulis] acc=ADB85258.1	NA	Streptophyta
ABXC01_EVE1461	low	30	maybe-viral (8), non-viral (8), viral (5), retro (1)	uncharacterized protein (6), annotated protein of Eukaryota (5), VDB (5), annotated protein of unclassified cellular organisms superkingdom (3), polyprotein protein (2), transposase (1)	ABXC01006743.1_38831-39315:-	38,831	39,315	484	2.78E-78	79.9	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1462	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (11), VDB (4), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1), transposase (1)	ABXC01006930.1_137534-138019:-	137,534	138,019	485	7.15E-79	78.3	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Oryza australiensis] acc=ABC94893.1	NA	Streptophyta
ABXC01_EVE1463	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01006930.1_1418-1903:+	1,418	1,903	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1464	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (12), VDB (4), annotated protein of Eukaryota (3), retro (1), transposase (1)	ABXC01006932.1_24233-24718:-	24,233	24,718	485	2.89E-78	76.9	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1465	low	30	maybe-viral (7), retro (5), viral (5), non-viral (4)	uncharacterized protein (5), VDB (5), annotated protein of Eukaryota (4), retro (4), polyprotein protein (2), transposase (1)	ABXC01006935.1_87095-87580:+	87,095	87,580	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1466	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (11), VDB (4), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1), transposase (1)	ABXC01006951.1_87996-88481:+	87,996	88,481	485	4.10E-78	76.9	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Oryza australiensis] acc=ABC94893.1	NA	Streptophyta
ABXC01_EVE1467	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (11), VDB (4), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1), transposase (1)	ABXC01006955.1_30929-31414:+	30,929	31,414	485	2.71E-76	75.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1468	low	30	maybe-viral (10), viral (5), non-viral (4), retro (4)	uncharacterized protein (10), VDB (5), annotated protein of Eukaryota (4), retro (3), transposase (1)	ABXC01006956.1_236961-237331:+	236,961	237,331	370	8.57E-59	75.2	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE147	high	35	maybe-viral (12), viral (5), non-viral (2), retro (2)	uncharacterized protein (11), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), retro (1), transposase (1)	ABXC01004739.1_57840-58325:-	57,840	58,325	485	1.44E-78	77.6	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1470	low	30	maybe-viral (13), viral (4), non-viral (3), retro (2)	uncharacterized protein (13), VDB (4), annotated protein of Eukaryota (3), retro (1), transposase (1)	ABXC01006967.1_286385-286870:-	286,385	286,870	485	5.45E-76	74.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1471	low	30	maybe-viral (10), non-viral (4), viral (4), retro (2)	uncharacterized protein (8), annotated protein of Eukaryota (4), VDB (4), polyprotein protein (2), retro (1), transposase (1)	ABXC01006974.1_50454-50938:+	50,454	50,938	484	1.98E-73	81.3	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1472	low	30	maybe-viral (7), non-viral (5), viral (5), retro (4)	annotated protein of Eukaryota (5), uncharacterized protein (5), VDB (5), retro (3), polyprotein protein (2), transposase (1)	ABXC01006975.1_414630-415115:-	414,630	415,115	485	1.35E-76	79.7	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1473	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (12), VDB (4), annotated protein of Eukaryota (3), retro (1), transposase (1)	ABXC01006975.1_482338-482823:+	482,338	482,823	485	2.04E-78	76.9	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1474	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01006977.1_89144-89629:+	89,144	89,629	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1475	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (12), VDB (4), annotated protein of Eukaryota (3), retro (1), transposase (1)	ABXC01006978.1_285708-286193:+	285,708	286,193	485	1.35E-76	75.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1476	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (12), VDB (4), annotated protein of Eukaryota (3), retro (1), transposase (1)	ABXC01006978.1_294971-295456:+	294,971	295,456	485	8.24E-78	76.2	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1477	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (11), VDB (4), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1), transposase (1)	ABXC01006982.1_27430-27915:+	27,430	27,915	485	1.55E-75	74.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1478	low	30	maybe-viral (11), viral (4), non-viral (3), retro (2)	uncharacterized protein (10), VDB (4), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1), transposase (1)	ABXC01006985.1_93416-93783:-	93,416	93,783	367	3.88E-67	83.1	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1479	low	30	maybe-viral (11), viral (4), non-viral (3), retro (2)	uncharacterized protein (10), VDB (4), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1), transposase (1)	ABXC01006988.1_2377-2745:+	2,377	2,745	368	4.33E-69	82.1	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE148	high	35	maybe-viral (13), viral (5), non-viral (2), retro (1)	uncharacterized protein (12), VDB (5), annotated protein of Eukaryota (2), polyprotein protein (1), transposase (1)	ABXC01004744.1_305736-306101:-	305,736	306,101	365	5.89E-69	81.1	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1480	low	30	maybe-viral (7), non-viral (5), viral (5), retro (4)	annotated protein of Eukaryota (5), uncharacterized protein (5), VDB (5), retro (3), polyprotein protein (2), transposase (1)	ABXC01007019.1_18708-19193:+	18,708	19,193	485	9.35E-82	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1481	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01007049.1_156139-156624:+	156,139	156,624	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1482	low	30	maybe-viral (12), viral (4), retro (3), non-viral (2)	uncharacterized protein (11), VDB (4), annotated protein of Eukaryota (2), retro (2), polyprotein protein (1), transposase (1)	ABXC01007065.1_281395-281880:-	281,395	281,880	485	6.73E-67	71.3	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Oryza australiensis] acc=ABC94893.1	NA	Streptophyta
ABXC01_EVE1483	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (5), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01007070.1_87981-88466:-	87,981	88,466	485	1.88E-81	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1484	low	30	maybe-viral (8), non-viral (6), viral (5), retro (3)	uncharacterized protein (6), annotated protein of Eukaryota (5), VDB (5), polyprotein protein (2), retro (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01007072.1_13065-13550:+	13,065	13,550	485	3.55E-79	80.4	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1485	low	30	maybe-viral (8), non-viral (6), viral (5), retro (3)	uncharacterized protein (6), annotated protein of Eukaryota (5), VDB (5), polyprotein protein (2), retro (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01007072.1_24141-24626:+	24,141	24,626	485	4.65E-82	81.8	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1486	low	30	maybe-viral (7), non-viral (5), viral (5), retro (4)	uncharacterized protein (5), VDB (5), annotated protein of Eukaryota (4), retro (3), polyprotein protein (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01007082.1_426295-426780:+	426,295	426,780	485	5.81E-78	80.4	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1487	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01007121.1_1264-1749:+	1,264	1,749	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1488	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01007122.1_1025-1510:+	1,025	1,510	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1489	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01007127.1_15550-16035:-	15,550	16,035	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE149	high	35	maybe-viral (12), viral (5), non-viral (2), retro (2)	uncharacterized protein (12), VDB (5), annotated protein of Eukaryota (2), retro (1), transposase (1)	ABXC01004764.1_183363-183848:-	183,363	183,848	485	1.66E-77	76.2	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1490	low	30	retro (6), maybe-viral (5), viral (5), non-viral (4)	retro (5), VDB (5), uncharacterized protein (4), annotated protein of Eukaryota (3), annotated protein of unclassified cellular organisms superkingdom (1), polyprotein protein (1), transposase (1)	ABXC01007132.1_17-498:+	17	498	481	4.03E-80	85.4	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1491	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01007135.1_1797-2282:+	1,797	2,282	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1492	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01007145.1_958-1443:+	958	1,443	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1493	low	30	maybe-viral (12), viral (4), non-viral (3), retro (2)	uncharacterized protein (11), VDB (4), annotated protein of Eukaryota (3), polyprotein protein (1), retro (1), transposase (1)	ABXC01007149.1_79489-79974:+	79,489	79,974	485	9.50E-77	76.9	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1494	low	30	maybe-viral (7), non-viral (6), viral (5), retro (3)	annotated protein of Eukaryota (6), uncharacterized protein (5), VDB (5), polyprotein protein (2), retro (2), transposase (1)	ABXC01007165.1_1601-2086:+	1,601	2,086	485	2.31E-82	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
ABXC01_EVE1495	low	30	maybe-viral (7), non-viral (5), viral (5), retro (4)	uncharacterized protein (5), VDB (5), annotated protein of Eukaryota (4), retro (3), polyprotein protein (2), annotated protein of unclassified cellular organisms superkingdom (1), transposase (1)	ABXC01007166.1_35360-35845:-	35,360	35,845	485	3.78E-81	82.5	transposase family protein n=2 Tax=Gammaproteobacteria  RepID=UPI002FBDCC4B	polyprotein [Zea mays] acc=ABQ44355.1	NA	Streptophyta
